"","y","black","female","v.prev.full","age","edu","age.edu","state","region.full"
"1030",1,0,0,0.478700007629395,3,3,11,40,1
"1031",NA,0,0,0.566633343823751,3,4,12,7,1
"1032",1,0,1,0.613366670163472,3,3,11,3,4
"1033",1,0,0,0.613366670163472,3,3,11,3,4
"1034",NA,0,0,0.537000003655752,4,2,14,14,2
"1035",1,0,0,0.552200000635783,2,2,6,36,2
"1036",1,1,1,0.543666702906291,4,2,14,5,4
"1037",NA,0,1,0.493566658401489,2,3,7,49,1
"1038",1,0,0,0.571833309491475,2,4,8,34,3
"1039",1,0,0,0.61163329073588,4,1,13,10,3
"1040",1,0,0,0.584099987602234,3,2,10,19,3
"1041",0,0,0,0.543666702906291,4,1,13,5,4
"1042",1,0,1,0.505500021378199,2,3,7,24,2
"1043",NA,1,1,0.584099987602234,1,2,2,19,3
"1044",0,0,0,0.665466688283284,4,1,13,28,2
"1045",NA,0,1,0.537000003655752,3,4,12,14,2
"1046",0,0,1,0.565133328723908,4,1,13,1,3
"1047",1,0,1,0.554300017801921,1,2,2,43,3
"1048",0,0,0,0.544333343505859,4,1,13,38,4
"1049",1,0,1,0.543666702906291,3,4,12,5,4
"1050",1,0,1,0.543666702906291,3,4,12,5,4
"1051",0,0,0,0.526566670163472,3,2,10,39,1
"1052",1,0,1,0.52436664425532,2,4,8,33,1
"1053",0,0,1,0.594033358287811,4,1,13,44,3
"1054",1,0,1,0.571833309491475,3,2,10,34,3
"1055",0,0,0,0.61163329073588,4,3,15,10,3
"1056",0,1,1,0.608066638533274,2,4,8,47,3
"1057",1,0,0,0.608066638533274,3,2,10,47,3
"1058",0,0,0,0.543666702906291,2,3,7,5,4
"1059",1,0,1,0.594033358287811,3,3,11,44,3
"1060",1,0,1,0.584099987602234,4,3,15,19,3
"1061",0,0,1,0.529166691144307,3,1,9,18,3
"1062",0,0,1,0.552200000635783,3,2,10,36,2
"1063",1,0,1,0.552200000635783,3,2,10,36,2
"1064",NA,0,1,0.539733344459534,4,1,13,4,3
"1065",0,0,0,0.529166691144307,1,2,2,18,3
"1066",0,0,1,0.552200000635783,2,4,8,36,2
"1067",0,0,1,0.61163329073588,4,1,13,10,3
"1068",1,0,0,0.602099974091848,2,4,8,17,2
"1069",1,0,1,0.526566670163472,3,2,10,39,1
"1070",0,1,1,0.526566670163472,2,3,7,39,1
"1071",1,0,0,0.523033343982697,2,2,6,11,3
"1072",NA,0,1,0.548066697978973,4,1,13,23,2
"1073",NA,0,1,0.61163329073588,3,3,11,10,3
"1074",NA,0,1,0.537000003655752,1,3,3,14,2
"1075",NA,0,0,0.548066697978973,1,2,2,23,2
"1076",NA,0,1,0.501166654507319,4,1,13,21,1
"1077",NA,0,0,0.527833360989889,2,1,5,50,2
"1078",NA,1,1,0.52436664425532,1,2,2,33,1
"1079",NA,0,1,0.613366670163472,1,2,2,3,4
"1080",NA,0,0,0.543666702906291,1,2,2,5,4
"1081",NA,0,0,0.571833309491475,3,1,9,34,3
"1082",NA,0,1,0.554300017801921,4,1,13,43,3
"1083",NA,0,1,0.552200000635783,1,2,2,36,2
"1084",NA,0,0,0.581833334445953,2,4,8,15,2
"1085",NA,0,1,0.552200000635783,2,2,6,36,2
"1086",NA,0,0,0.581833334445953,1,2,2,15,2
"1087",NA,0,0,0.52436664425532,3,2,10,33,1
"1088",NA,0,0,0.571833309491475,2,3,7,34,3
"1089",NA,0,1,0.565133328723908,4,1,13,1,3
"1090",NA,0,0,0.501166654507319,2,2,6,21,1
"1091",NA,0,0,0.564166665871938,1,4,4,31,1
"1092",NA,0,1,0.505500021378199,2,2,6,24,2
"1093",NA,0,1,0.613366670163472,3,1,9,3,4
"1094",NA,0,1,0.526566670163472,1,2,2,39,1
"1095",NA,1,1,0.552200000635783,4,1,13,36,2
"1096",NA,0,1,0.544333343505859,1,1,1,38,4
"1097",NA,0,0,0.537000003655752,2,2,6,14,2
"1098",NA,0,0,0.505500021378199,2,2,6,24,2
"1099",NA,0,1,0.547800015417735,3,2,10,32,4
"1100",NA,0,1,0.52436664425532,4,3,15,33,1
"1101",NA,1,1,0.52436664425532,4,2,14,33,1
"1102",NA,1,1,0.478700007629395,1,2,2,40,1
"1103",NA,0,1,0.61163329073588,2,2,6,10,3
"1104",NA,0,1,0.52436664425532,4,2,14,33,1
"1105",NA,0,1,0.537000003655752,1,3,3,14,2
"1106",NA,0,0,0.552200000635783,3,4,12,36,2
"1107",NA,0,1,0.526566670163472,3,2,10,39,1
"1108",NA,0,1,0.543666702906291,2,3,7,5,4
"1109",1,0,0,0.554433295345306,2,2,6,48,4
"1110",0,0,1,0.554433295345306,2,3,7,48,4
"1111",1,0,0,0.657366662693024,2,4,8,13,4
"1112",0,0,1,0.543666702906291,2,4,8,5,4
"1113",0,0,1,0.548066697978973,1,2,2,23,2
"1114",0,0,0,0.552200000635783,3,3,11,36,2
"1115",1,0,0,0.61163329073588,4,4,16,10,3
"1116",1,0,0,0.52436664425532,4,2,14,33,1
"1117",1,0,1,0.527833360989889,1,2,2,50,2
"1118",1,0,0,0.554300017801921,2,4,8,43,3
"1119",0,0,1,0.548066697978973,3,2,10,23,2
"1120",0,0,1,0.552200000635783,3,2,10,36,2
"1121",1,0,0,0.523033343982697,2,4,8,11,3
"1122",0,1,1,0.527833360989889,2,4,8,50,2
"1123",0,0,0,0.505500021378199,2,2,6,24,2
"1124",0,0,0,0.489766651884715,1,4,4,22,1
"1125",1,0,1,0.537000003655752,2,4,8,14,2
"1126",0,0,1,0.602099974091848,4,2,14,17,2
"1127",0,0,1,0.52436664425532,2,4,8,33,1
"1128",0,0,0,0.581833334445953,1,1,1,15,2
"1129",NA,0,0,0.52436664425532,2,4,8,33,1
"1130",NA,0,0,0.603233325068156,1,2,2,37,3
"1131",0,0,0,0.614366671593984,2,2,6,35,2
"1132",0,0,0,0.584099987602234,2,4,8,19,3
"1133",0,0,1,0.52436664425532,1,3,3,33,1
"1134",0,0,0,0.543666702906291,1,2,2,5,4
"1135",0,0,1,0.527833360989889,1,3,3,50,2
"1136",1,0,0,0.543666702906291,1,3,3,5,4
"1137",0,0,1,0.61163329073588,3,2,10,10,3
"1138",0,0,1,0.537000003655752,2,2,6,14,2
"1139",0,1,1,0.533566686375936,1,2,2,26,2
"1140",1,0,0,0.552200000635783,2,3,7,36,2
"1141",1,0,1,0.537000003655752,4,4,16,14,2
"1142",0,0,1,0.493566658401489,1,4,4,49,1
"1143",NA,0,1,0.608066638533274,2,2,6,47,3
"1144",1,0,1,0.564166665871938,1,2,2,31,1
"1145",1,0,1,0.526566670163472,3,2,10,39,1
"1146",1,0,1,0.594033358287811,2,3,7,44,3
"1147",1,0,0,0.501166654507319,3,4,12,21,1
"1148",1,0,1,0.61163329073588,4,4,16,10,3
"1149",1,0,0,0.565133328723908,2,2,6,1,3
"1150",1,0,0,0.61163329073588,1,2,2,10,3
"1151",1,0,1,0.608066638533274,3,4,12,47,3
"1152",1,0,0,0.61163329073588,4,2,14,10,3
"1153",1,0,1,0.554300017801921,2,1,5,43,3
"1154",0,1,1,0.523033343982697,2,2,6,11,3
"1155",1,0,1,0.61163329073588,2,4,8,10,3
"1156",1,0,0,0.565133328723908,4,1,13,1,3
"1157",1,0,1,0.52436664425532,2,2,6,33,1
"1158",1,0,1,0.61163329073588,4,2,14,10,3
"1159",0,0,1,0.501166654507319,4,1,13,21,1
"1160",1,0,1,0.565133328723908,3,1,9,1,3
"1161",0,0,0,0.594033358287811,3,2,10,44,3
"1162",0,0,0,0.501166654507319,2,4,8,21,1
"1163",1,0,1,0.608066638533274,4,4,16,47,3
"1164",NA,0,1,0.582999997297923,4,1,13,25,3
"1165",0,1,1,0.571833309491475,3,1,9,34,3
"1166",0,0,0,0.52436664425532,1,4,4,33,1
"1167",1,0,1,0.608066638533274,3,2,10,47,3
"1168",1,0,0,0.526566670163472,2,4,8,39,1
"1169",1,0,1,0.529166691144307,2,1,5,18,3
"1170",1,0,1,0.608066638533274,4,3,15,47,3
"1171",1,0,0,0.594033358287811,2,4,8,44,3
"1172",0,0,0,0.572766618665059,2,4,8,41,3
"1173",1,0,1,0.608066638533274,3,4,12,47,3
"1174",0,0,0,0.533566686375936,4,2,14,26,2
"1175",1,0,1,0.61163329073588,1,4,4,10,3
"1176",1,0,1,0.594033358287811,2,3,7,44,3
"1177",1,0,1,0.61163329073588,4,3,15,10,3
"1178",1,0,0,0.554300017801921,3,2,10,43,3
"1179",1,0,0,0.493566658401489,1,2,2,49,1
"1180",1,0,0,0.608066638533274,1,3,3,47,3
"1181",1,0,1,0.572766618665059,2,2,6,41,3
"1182",0,0,1,0.529166691144307,3,4,12,18,3
"1183",0,0,1,0.61163329073588,3,2,10,10,3
"1184",1,0,1,0.599733334604899,1,4,4,42,2
"1185",0,0,0,0.489766651884715,4,1,13,22,1
"1186",1,0,1,0.608066638533274,4,4,16,47,3
"1187",0,1,1,0.501166654507319,3,2,10,21,1
"1188",1,0,1,0.566633343823751,3,3,11,7,1
"1189",1,1,1,0.572766618665059,3,1,9,41,3
"1190",1,0,0,0.61163329073588,2,2,6,10,3
"1191",1,0,1,0.501166654507319,4,2,14,21,1
"1192",1,0,1,0.564166665871938,2,4,8,31,1
"1193",0,0,0,0.523033343982697,3,3,11,11,3
"1194",1,0,1,0.602099974091848,3,4,12,17,2
"1195",1,0,0,0.571833309491475,1,1,1,34,3
"1196",1,0,1,0.523033343982697,2,3,7,11,3
"1197",0,1,1,0.594033358287811,2,2,6,44,3
"1198",0,1,0,0.572766618665059,2,4,8,41,3
"1199",0,1,0,0.501166654507319,4,1,13,21,1
"1200",1,0,1,0.533566686375936,2,2,6,26,2
"1201",1,0,1,0.52436664425532,1,3,3,33,1
"1202",1,0,1,0.564166665871938,2,2,6,31,1
"1203",0,0,1,0.52436664425532,2,4,8,33,1
"1204",0,0,0,0.539733344459534,4,1,13,4,3
"1205",0,0,1,0.52436664425532,2,4,8,33,1
"1206",NA,0,0,0.564166665871938,4,2,14,31,1
"1207",1,0,0,0.527833360989889,2,1,5,50,2
"1208",0,0,1,0.564166665871938,1,4,4,31,1
"1209",0,0,1,0.524800026067098,2,3,7,16,2
"1210",1,0,0,0.61163329073588,2,4,8,10,3
"1211",1,0,0,0.554433295345306,3,2,10,48,4
"1212",1,0,0,0.52436664425532,2,4,8,33,1
"1213",1,0,1,0.564166665871938,2,4,8,31,1
"1214",0,0,0,0.52436664425532,2,3,7,33,1
"1215",0,0,1,0.582999997297923,1,4,4,25,3
"1216",0,0,0,0.539733344459534,3,3,11,4,3
"1217",0,1,0,0.52436664425532,3,1,9,33,1
"1218",0,0,0,0.505500021378199,3,2,10,24,2
"1219",0,0,1,0.552200000635783,3,2,10,36,2
"1220",1,0,0,0.608066638533274,2,4,8,47,3
"1221",1,0,1,0.566633343823751,1,4,4,7,1
"1222",1,0,1,0.52436664425532,1,2,2,33,1
"1223",1,0,1,0.52436664425532,4,3,15,33,1
"1224",1,0,0,0.61163329073588,1,2,2,10,3
"1225",1,0,1,0.527833360989889,3,3,11,50,2
"1226",1,0,0,0.493566658401489,3,1,9,49,1
"1227",1,0,0,0.603233325068156,1,1,1,37,3
"1228",0,0,0,0.52436664425532,4,2,14,33,1
"1229",0,0,1,0.526566670163472,3,2,10,39,1
"1230",0,1,1,0.608066638533274,4,1,13,47,3
"1231",1,0,1,0.52436664425532,4,2,14,33,1
"1232",0,0,0,0.52436664425532,4,2,14,33,1
"1233",0,0,1,0.594033358287811,2,1,5,44,3
"1234",0,0,1,0.543666702906291,2,3,7,5,4
"1235",0,0,1,0.552200000635783,3,1,9,36,2
"1236",1,0,0,0.526566670163472,2,4,8,39,1
"1237",0,0,1,0.594033358287811,2,4,8,44,3
"1238",1,0,0,0.505500021378199,4,3,15,24,2
"1239",1,0,1,0.61163329073588,3,4,12,10,3
"1240",1,0,1,0.572766618665059,4,3,15,41,3
"1241",1,0,1,0.52436664425532,1,2,2,33,1
"1242",1,0,1,0.52436664425532,1,2,2,33,1
"1243",0,0,1,0.501166654507319,2,3,7,21,1
"1244",1,0,1,0.52436664425532,2,2,6,33,1
"1245",1,0,0,0.527833360989889,2,3,7,50,2
"1246",1,0,1,0.552200000635783,3,2,10,36,2
"1247",1,0,0,0.52436664425532,4,4,16,33,1
"1248",1,0,1,0.524800026067098,1,1,1,16,2
"1249",1,0,1,0.526566670163472,2,1,5,39,1
"1250",1,0,0,0.608066638533274,2,4,8,47,3
"1251",0,0,1,0.594033358287811,3,4,12,44,3
"1252",1,0,0,0.489766651884715,1,4,4,22,1
"1253",0,0,0,0.533566686375936,2,2,6,26,2
"1254",0,0,1,0.489766651884715,2,4,8,22,1
"1255",0,0,1,0.61163329073588,4,2,14,10,3
"1256",0,0,1,0.493566658401489,3,2,10,49,1
"1257",0,0,1,0.527833360989889,2,4,8,50,2
"1258",0,0,0,0.614366671593984,2,4,8,35,2
"1259",1,0,0,0.489766651884715,2,2,6,22,1
"1260",1,0,1,0.523033343982697,4,2,14,11,3
"1261",NA,1,0,0.52436664425532,2,2,6,33,1
"1262",1,0,0,0.552200000635783,2,2,6,36,2
"1263",1,0,1,0.564166665871938,3,2,10,31,1
"1264",1,0,1,0.565133328723908,1,3,3,1,3
"1265",1,0,1,0.552200000635783,1,2,2,36,2
"1266",NA,0,0,0.501166654507319,4,2,14,21,1
"1267",NA,0,1,0.52436664425532,1,2,2,33,1
"1268",0,0,1,0.552200000635783,4,1,13,36,2
"1269",0,1,1,0.505500021378199,1,1,1,24,2
"1270",0,0,1,0.527833360989889,1,2,2,50,2
"1271",0,1,1,0.564166665871938,1,2,2,31,1
"1272",0,0,1,0.61163329073588,1,1,1,10,3
"1273",0,1,1,0.564166665871938,3,2,10,31,1
"1274",1,0,1,0.537000003655752,4,4,16,14,2
"1275",1,0,1,0.548066697978973,3,2,10,23,2
"1276",1,0,1,0.665466688283284,2,4,8,28,2
"1277",0,0,1,0.489766651884715,2,4,8,22,1
"1278",1,0,1,0.489766651884715,3,3,11,22,1
"1279",0,0,1,0.548066697978973,2,3,7,23,2
"1280",1,0,0,0.548066697978973,1,2,2,23,2
"1281",0,0,1,0.537000003655752,4,4,16,14,2
"1282",0,0,0,0.665466688283284,2,4,8,28,2
"1283",0,0,1,0.594033358287811,1,2,2,44,3
"1284",1,0,1,0.566633343823751,3,2,10,7,1
"1285",0,0,1,0.52436664425532,2,2,6,33,1
"1286",1,0,1,0.603233325068156,1,2,2,37,3
"1287",1,0,1,0.581833334445953,1,3,3,15,2
"1288",0,0,1,0.552200000635783,4,1,13,36,2
"1289",1,0,1,0.584099987602234,3,2,10,19,3
"1290",1,0,1,0.524800026067098,1,4,4,16,2
"1291",1,0,0,0.52436664425532,2,1,5,33,1
"1292",0,0,1,0.543666702906291,3,3,11,5,4
"1293",1,0,0,0.543666702906291,4,3,15,5,4
"1294",1,0,1,0.554433295345306,1,2,2,48,4
"1295",1,0,0,0.552200000635783,3,1,9,36,2
"1296",1,0,0,0.543666702906291,4,1,13,5,4
"1297",1,1,1,0.572766618665059,3,2,10,41,3
"1298",1,0,1,0.548066697978973,4,2,14,23,2
"1299",1,0,1,0.692699998092651,3,2,10,45,4
"1300",0,0,0,0.594033358287811,2,2,6,44,3
"1301",1,0,0,0.552200000635783,3,4,12,36,2
"1302",1,0,1,0.613366670163472,4,2,14,3,4
"1303",1,0,1,0.543666702906291,2,3,7,5,4
"1304",1,0,1,0.543666702906291,3,2,10,5,4
"1305",1,0,1,0.613366670163472,4,3,15,3,4
"1306",0,0,0,0.547800015417735,2,4,8,32,4
"1307",0,1,0,0.537000003655752,1,4,4,14,2
"1308",NA,0,0,0.581833334445953,1,2,2,15,2
"1309",1,0,1,0.565133328723908,1,4,4,1,3
"1310",1,0,1,0.692699998092651,2,4,8,45,4
"1311",1,0,0,0.527833360989889,4,3,15,50,2
"1312",1,0,0,0.533566686375936,1,2,2,26,2
"1313",1,0,1,0.608066638533274,4,3,15,47,3
"1314",0,1,1,0.152999997138977,2,3,7,9,5
"1315",0,0,1,0.543666702906291,1,2,2,5,4
"1316",0,0,0,0.52436664425532,1,4,4,33,1
"1317",0,0,1,0.594033358287811,2,2,6,44,3
"1318",0,0,0,0.613366670163472,1,2,2,3,4
"1319",0,0,1,0.548066697978973,3,3,11,23,2
"1320",1,0,1,0.665466688283284,1,3,3,28,2
"1321",0,1,1,0.533566686375936,3,2,10,26,2
"1322",0,0,1,0.613366670163472,3,4,12,3,4
"1323",0,0,0,0.543666702906291,2,4,8,5,4
"1324",1,0,0,0.608066638533274,2,3,7,47,3
"1325",1,0,1,0.505500021378199,2,2,6,24,2
"1326",1,0,1,0.548066697978973,1,1,1,23,2
"1327",1,0,1,0.543666702906291,2,4,8,5,4
"1328",1,0,1,0.543666702906291,1,4,4,5,4
"1329",1,0,1,0.524800026067098,3,3,11,16,2
"1330",1,0,1,0.554433295345306,4,4,16,48,4
"1331",1,0,0,0.552200000635783,2,4,8,36,2
"1332",1,0,1,0.526566670163472,2,4,8,39,1
"1333",0,0,0,0.554433295345306,2,2,6,48,4
"1334",0,0,1,0.61163329073588,1,4,4,10,3
"1335",1,0,0,0.52436664425532,3,1,9,33,1
"1336",0,0,1,0.61163329073588,4,3,15,10,3
"1337",1,0,1,0.61163329073588,1,2,2,10,3
"1338",1,0,1,0.548066697978973,1,2,2,23,2
"1339",1,0,1,0.565133328723908,2,2,6,1,3
"1340",1,0,0,0.570766682402293,2,3,7,27,4
"1341",0,0,0,0.581833334445953,3,2,10,15,2
"1342",1,0,0,0.548066697978973,3,2,10,23,2
"1343",0,1,1,0.552200000635783,1,4,4,36,2
"1344",1,0,1,0.581833334445953,2,2,6,15,2
"1345",0,0,0,0.584566701952616,2,4,8,6,4
"1346",0,0,0,0.543666702906291,1,1,1,5,4
"1347",0,0,0,0.526566670163472,4,1,13,39,1
"1348",NA,0,0,0.61163329073588,4,2,14,10,3
"1349",1,0,1,0.52436664425532,3,2,10,33,1
"1350",1,0,0,0.692699998092651,1,4,4,45,4
"1351",1,0,0,0.543666702906291,2,4,8,5,4
"1352",1,0,0,0.543666702906291,2,2,6,5,4
"1353",1,0,0,0.584566701952616,1,2,2,6,4
"1354",0,0,1,0.537000003655752,3,3,11,14,2
"1355",0,0,0,0.527833360989889,2,2,6,50,2
"1356",0,0,0,0.552200000635783,2,3,7,36,2
"1357",0,0,1,0.543666702906291,3,2,10,5,4
"1358",1,0,1,0.52436664425532,1,4,4,33,1
"1359",1,0,1,0.582999997297923,3,4,12,25,3
"1360",1,0,0,0.543666702906291,1,4,4,5,4
"1361",0,0,1,0.584566701952616,3,2,10,6,4
"1362",1,0,0,0.534600032583872,3,2,10,8,1
"1363",1,0,1,0.554300017801921,3,3,11,43,3
"1364",0,0,0,0.564166665871938,1,2,2,31,1
"1365",0,0,0,0.489766651884715,2,4,8,22,1
"1366",1,0,1,0.52436664425532,3,3,11,33,1
"1367",0,0,0,0.505500021378199,2,3,7,24,2
"1368",0,1,1,0.501166654507319,2,4,8,21,1
"1369",0,0,0,0.543666702906291,4,4,16,5,4
"1370",0,0,1,0.572766618665059,4,1,13,41,3
"1371",0,0,0,0.554433295345306,2,2,6,48,4
"1372",1,0,0,0.61163329073588,3,4,12,10,3
"1373",0,0,1,0.543666702906291,2,3,7,5,4
"1374",1,0,0,0.493566658401489,2,2,6,49,1
"1375",1,0,1,0.543666702906291,1,3,3,5,4
"1376",1,0,1,0.594033358287811,3,1,9,44,3
"1377",1,1,1,0.543666702906291,1,2,2,5,4
"1378",1,0,1,0.594033358287811,1,3,3,44,3
"1379",1,0,1,0.523033343982697,1,4,4,11,3
"1380",1,0,1,0.526566670163472,4,2,14,39,1
"1381",0,0,0,0.52436664425532,1,3,3,33,1
"1382",0,0,1,0.581833334445953,1,1,1,15,2
"1383",0,0,1,0.505500021378199,1,3,3,24,2
"1384",1,0,0,0.505500021378199,2,4,8,24,2
"1385",1,0,0,0.549599981244405,1,2,2,20,1
"1386",0,0,1,0.594033358287811,3,4,12,44,3
"1387",0,0,0,0.52436664425532,4,1,13,33,1
"1388",0,0,1,0.547800015417735,2,1,5,32,4
"1389",1,0,0,0.543666702906291,1,1,1,5,4
"1390",1,0,0,0.52436664425532,1,2,2,33,1
"1391",1,0,0,0.594033358287811,2,4,8,44,3
"1392",0,0,1,0.548066697978973,3,2,10,23,2
"1393",0,0,1,0.52436664425532,2,4,8,33,1
"1394",1,0,1,0.544333343505859,4,4,16,38,4
"1395",1,0,0,0.543666702906291,3,4,12,5,4
"1396",0,0,1,0.602099974091848,2,2,6,17,2
"1397",1,0,1,0.584099987602234,2,2,6,19,3
"1398",1,0,1,0.571833309491475,2,1,5,34,3
"1399",1,0,0,0.524800026067098,4,2,14,16,2
"1400",0,0,1,0.565133328723908,3,4,12,1,3
"1401",0,0,1,0.603233325068156,2,2,6,37,3
"1402",0,0,1,0.526566670163472,1,3,3,39,1
"1403",1,0,0,0.564166665871938,3,4,12,31,1
"1404",0,0,0,0.524800026067098,3,3,11,16,2
"1405",0,0,1,0.552200000635783,2,1,5,36,2
"1406",1,0,0,0.526566670163472,2,4,8,39,1
"1407",0,1,1,0.584099987602234,2,2,6,19,3
"1408",0,0,0,0.529166691144307,1,2,2,18,3
"1409",1,0,1,0.572766618665059,4,4,16,41,3
"1410",0,0,0,0.526566670163472,1,4,4,39,1
"1411",0,0,1,0.548066697978973,2,2,6,23,2
"1412",0,0,1,0.566633343823751,2,4,8,7,1
"1413",0,0,1,0.554433295345306,1,2,2,48,4
"1414",1,0,0,0.571833309491475,2,3,7,34,3
"1415",0,0,1,0.52436664425532,3,4,12,33,1
"1416",1,0,0,0.539733344459534,2,2,6,4,3
"1417",1,0,1,0.566633343823751,1,4,4,7,1
"1418",1,0,0,0.52436664425532,2,4,8,33,1
"1419",1,0,1,0.537000003655752,2,2,6,14,2
"1420",0,0,1,0.61163329073588,2,3,7,10,3
"1421",NA,0,1,0.548066697978973,1,2,2,23,2
"1422",1,0,1,0.594033358287811,4,4,16,44,3
"1423",1,0,1,0.554433295345306,4,3,15,48,4
"1424",0,0,0,0.537000003655752,3,4,12,14,2
"1425",1,0,1,0.543666702906291,2,4,8,5,4
"1426",0,0,1,0.657366662693024,2,2,6,13,4
"1427",1,0,0,0.554300017801921,3,4,12,43,3
"1428",1,0,0,0.526566670163472,4,2,14,39,1
"1429",0,0,1,0.547800015417735,3,2,10,32,4
"1430",1,0,1,0.608066638533274,1,3,3,47,3
"1431",1,0,0,0.552200000635783,2,2,6,36,2
"1432",0,0,0,0.52436664425532,1,4,4,33,1
"1433",1,0,1,0.632033331902822,2,2,6,30,1
"1434",1,0,0,0.529166691144307,1,3,3,18,3
"1435",1,0,0,0.52436664425532,1,2,2,33,1
"1436",1,0,0,0.533566686375936,3,3,11,26,2
"1437",1,0,1,0.543666702906291,1,2,2,5,4
"1438",0,1,1,0.543666702906291,2,4,8,5,4
"1439",0,0,1,0.489766651884715,4,3,15,22,1
"1440",0,0,1,0.549599981244405,1,4,4,20,1
"1441",1,0,0,0.548066697978973,2,4,8,23,2
"1442",0,0,0,0.537000003655752,2,3,7,14,2
"1443",1,0,1,0.537000003655752,2,2,6,14,2
"1444",0,0,0,0.608066638533274,1,4,4,47,3
"1445",0,0,1,0.552200000635783,1,2,2,36,2
"1446",1,0,1,0.552200000635783,2,3,7,36,2
"1447",1,0,1,0.582999997297923,2,4,8,25,3
"1448",1,0,0,0.594033358287811,4,1,13,44,3
"1449",0,0,1,0.537000003655752,4,2,14,14,2
"1450",0,0,1,0.526566670163472,1,2,2,39,1
"1451",0,0,1,0.52436664425532,1,4,4,33,1
"1452",0,0,1,0.544333343505859,2,2,6,38,4
"1453",0,0,1,0.524800026067098,3,1,9,16,2
"1454",0,0,0,0.554433295345306,3,3,11,48,4
"1455",1,0,1,0.527833360989889,1,2,2,50,2
"1456",1,0,1,0.526566670163472,3,2,10,39,1
"1457",0,0,1,0.52436664425532,2,2,6,33,1
"1458",0,0,1,0.527833360989889,2,2,6,50,2
"1459",1,0,0,0.571833309491475,3,2,10,34,3
"1460",1,0,1,0.548066697978973,2,3,7,23,2
"1461",1,0,0,0.533566686375936,1,2,2,26,2
"1462",0,0,1,0.584566701952616,1,4,4,6,4
"1463",1,0,0,0.581833334445953,1,3,3,15,2
"1464",0,0,0,0.537000003655752,3,4,12,14,2
"1465",0,0,1,0.564166665871938,2,4,8,31,1
"1466",0,0,1,0.61163329073588,3,3,11,10,3
"1467",1,0,1,0.523033343982697,3,2,10,11,3
"1468",0,0,1,0.552200000635783,2,3,7,36,2
"1469",0,0,1,0.52436664425532,4,4,16,33,1
"1470",0,0,1,0.533566686375936,3,2,10,26,2
"1471",0,1,0,0.552200000635783,4,1,13,36,2
"1472",1,0,1,0.543666702906291,2,3,7,5,4
"1473",1,0,1,0.61163329073588,2,2,6,10,3
"1474",1,0,1,0.613366670163472,3,4,12,3,4
"1475",0,0,1,0.599733334604899,2,2,6,42,2
"1476",0,1,0,0.61163329073588,3,2,10,10,3
"1477",1,0,1,0.581833334445953,2,4,8,15,2
"1478",1,0,0,0.572766618665059,3,4,12,41,3
"1479",1,0,1,0.665466688283284,4,2,14,28,2
"1480",0,0,0,0.489766651884715,2,4,8,22,1
"1481",1,0,0,0.613366670163472,3,2,10,3,4
"1482",1,0,1,0.552200000635783,3,4,12,36,2
"1483",1,0,1,0.501166654507319,1,2,2,21,1
"1484",1,0,0,0.554300017801921,3,2,10,43,3
"1485",1,0,1,0.526566670163472,2,2,6,39,1
"1486",0,0,1,0.534600032583872,3,3,11,8,1
"1487",1,0,1,0.543666702906291,2,2,6,5,4
"1488",0,0,1,0.524800026067098,1,2,2,16,2
"1489",0,0,0,0.505500021378199,3,2,10,24,2
"1490",0,0,1,0.571833309491475,1,3,3,34,3
"1491",0,0,1,0.552200000635783,1,2,2,36,2
"1492",0,0,1,0.61163329073588,4,2,14,10,3
"1493",0,0,1,0.505500021378199,2,4,8,24,2
"1494",1,0,1,0.554433295345306,1,4,4,48,4
"1495",0,0,1,0.543666702906291,2,4,8,5,4
"1496",0,0,1,0.505500021378199,1,2,2,24,2
"1497",0,0,1,0.584566701952616,1,2,2,6,4
"1498",1,0,1,0.52436664425532,2,1,5,33,1
"1499",0,0,0,0.61163329073588,2,4,8,10,3
"1500",1,0,0,0.613366670163472,4,4,16,3,4
"1501",0,0,0,0.543666702906291,2,4,8,5,4
"1502",1,0,0,0.614366671593984,2,3,7,35,2
"1503",1,0,1,0.581833334445953,3,4,12,15,2
"1504",1,0,0,0.543666702906291,1,4,4,5,4
"1505",1,0,1,0.543666702906291,2,1,5,5,4
"1506",0,0,1,0.570766682402293,2,2,6,27,4
"1507",1,0,0,0.493566658401489,1,2,2,49,1
"1508",NA,0,0,0.543666702906291,4,4,16,5,4
"1509",1,0,0,0.533566686375936,2,4,8,26,2
"1510",1,0,1,0.543666702906291,1,4,4,5,4
"1511",1,0,0,0.554433295345306,2,3,7,48,4
"1512",0,0,0,0.665466688283284,4,2,14,28,2
"1513",1,0,1,0.543666702906291,2,3,7,5,4
"1514",1,0,1,0.543666702906291,2,4,8,5,4
"1515",1,0,0,0.602099974091848,1,3,3,17,2
"1516",1,0,0,0.554433295345306,1,3,3,48,4
"1517",0,0,1,0.537000003655752,3,2,10,14,2
"1518",1,0,0,0.554433295345306,2,2,6,48,4
"1519",0,0,0,0.52436664425532,2,4,8,33,1
"1520",NA,0,0,0.544333343505859,3,2,10,38,4
"1521",0,0,1,0.665466688283284,2,4,8,28,2
"1522",0,0,0,0.543666702906291,1,2,2,5,4
"1523",1,0,1,0.543666702906291,3,2,10,5,4
"1524",1,0,1,0.554433295345306,2,3,7,48,4
"1525",0,0,1,0.543666702906291,1,2,2,5,4
